2024/10/25,stockCode,publishDate,stockName,style,Current drawdown,Largest drawdown,fall_to_lowest_drawdown,funds
A股,300,2005/4/8,沪深300,宽基,-31.88%,-46.70%,-21.76%,"华夏沪深300ETF联接A(000051), 华泰柏瑞量化增强混合A(000172), 嘉实沪深300指数研究增强A(000176), 景顺长城沪深300指数增强A(000311), 华安沪深300增强A(000312), 华安沪深300增强C(000313), 国泰沪深300指数增强A(000512), 国寿安保沪深300ETF联接A(000613), 前海开源沪深300指数A(000656), 天弘沪深300ETF联接A(000961), 华夏沪深300指数增强A(001015), 华夏沪深300指数增强C(001016), 国泰沪深300指数增强C(002063), 创金合信沪深300增强A(002310), 创金合信沪深300增强C(002315), 博时沪深300指数C(002385), 万家沪深300指数增强A(002670), 万家沪深300指数增强C(002671), 广发沪深300ETF联接C(002987), 中金沪深300A(003015), 宏利沪深300指数C(003548), 中金沪深300C(003579), 华宝沪深300增强A(003876), 汇安沪深300增强A(003884), 汇安沪深300增强C(003885), 安信量化沪深300增强A(003957), 安信量化沪深300增强C(003958), 招商沪深300指数增强A(004190), 招商沪深300指数增强C(004191), 南方沪深300ETF联接C(004342), 海富通沪深300增强C(004512), 海富通沪深300增强A(004513), 富荣沪深300指数增强A(004788), 富荣沪深300指数增强C(004789), 中银沪深300指数增强A(004881), 工银沪深300ETF联接A(005102), 工银沪深300ETF联接C(005103), 平安沪深300指数量化增强A(005113), 平安沪深300指数量化增强C(005114), 长信沪深300指数A(005137), 农银沪深300指数C(005152), 新华沪深300指数增强A(005248), 汇添富沪深300指数增强A(005530), 平安300ETF联接A(005639), 平安300ETF联接C(005640), 华夏沪深300ETF联接C(005658), 财通沪深300指数增强(005850), 国泰沪深300指数C(005867), 鹏华沪深300指数增强A(005870), 天弘沪深300ETF联接C(005918), 广发沪深300指数增强A(006020), 广发沪深300指数增强C(006021), 华泰柏瑞沪深300ETF联接C(006131), 人保沪深300A(006600), 长城久泰沪深300指数C(006912), 工银沪深300指数C(006937), 鹏华沪深300ETF联接(LOF)C(006939), 博道沪深300增强A(007044), 博道沪深300增强C(007045), 大成沪深300指数C(007096), 国投瑞银沪深300指数量化增强A(007143), 国投瑞银沪深300指数量化增强C(007144), 兴全沪深300指数C(007230), 银河沪深300指数增强A(007275), 银河沪深300指数增强C(007276), 易方达沪深300ETF发起式联接C(007339), 华宝沪深300增强C(007404), 长信沪深300指数C(007448), 永赢沪深300A(007538), 永赢沪深300C(007539), 申万菱信沪深300指数增强C(007804), 新华沪深300指数增强C(008184), 中泰沪深300指数增强A(008238), 中泰沪深300指数增强C(008239), 民生加银沪深300ETF联接A(008291), 民生加银沪深300ETF联接C(008292), 国联安沪深300ETF联接A(008390), 国联安沪深300ETF联接C(008391), 天弘沪深300指数增强A(008592), 天弘沪深300指数增强C(008593), 华安沪深300ETF联接A(008776), 华安沪深300ETF联接C(008777), 泰康沪深300ETF联接A(008926), 泰康沪深300ETF联接C(008927), 南方沪深300指数增强A(009059), 南方沪深300指数增强C(009060), 建信沪深300指数增强C(009208), 华泰柏瑞量化增强混合C(010234), 中银沪深300指数增强C(010311), 诺安沪深300增强C(010352), 汇添富沪深300指数增强C(010556), 易方达沪深300精选增强A(010736), 易方达沪深300精选增强C(010737), 汇添富沪深300基本面增强指数型证券投资基金A(010854), 汇添富沪深300基本面增强指数型证券投资基金C(010855), 博时沪深300指数增强A(010872), 博时沪深300指数增强C(010873), 大成沪深300增强发起式A(010908), 大成沪深300增强发起式C(010909), 长江沪深300指数增强A(011545), 长江沪深300指数增强C(011546), 中泰沪深300量化优选增强A(012206), 中泰沪深300量化优选增强C(012207), 同泰沪深300量化增强A(012911), 同泰沪深300量化增强C(012912), 中信保诚沪深300指数（LOF）C(013120), 富国沪深300指数增强C(013291), 浙商沪深300指数增强(LOF)C(014372), 中信建投沪深300指数增强A(015061), 中信建投沪深300指数增强C(015062), 东财沪深300ETF发起式联接A(015278), 东财沪深300ETF发起式联接C(015279), 中欧沪深300指数增强A(015387), 中欧沪深300指数增强C(015388), 前海开源沪深300指数C(015671), 景顺长城沪深300指数增强C(015679), 兴业沪深300ETF发起式联接A(015906), 兴业沪深300ETF发起式联接C(015907), 申万菱信沪深300优选指数增强发起式A(016103), 申万菱信沪深300优选指数增强发起式C(016104), 嘉实沪深300指数研究增强C(016134), 东方沪深300指数增强A(016204), 东方沪深300指数增强C(016205), 鹏华沪深300指数增强C(016690), 华泰紫金沪深300指数增强发起A(016867), 华泰紫金沪深300指数增强发起C(016868), 摩根沪深300指数增强发起式A(017445), 摩根沪深300指数增强发起式C(017446), 国金300指数增强C(017925), 国泰君安沪深300指数增强发起A(018257), 国泰君安沪深300指数增强发起C(018258), 浦银安盛沪深300指数增强C(019210), 中欧沪深300指数增强E(019656), 国泰沪深300指数A(020011), 中信保诚沪深300指数增强A(020160), 中信保诚沪深300指数增强C(020161), 国联安沪深300指数增强A(020220), 国联安沪深300指数增强C(020221), 国富沪深300指数增强C(020352), 长盛沪深300指数C(021494), 人保沪深300C(021635), 国泰沪深300增强策略ETF发起联接A(021847), 博时沪深300指数A(050002), 富国沪深300指数增强A/B(100038), 易方达沪深300ETF发起式联接A(110020), 易方达沪深300量化增强(110030), 嘉实沪深300ETF联接(LOF)C(160724), 宏利沪深300指数A(162213), 建信沪深300指数增强（LOF）A(165310), 浙商沪深300指数增强(LOF)A(166802), 国金300指数增强A(167601), 长城久泰沪深300指数A(200002), 南方沪深300ETF联接A(202015), 广发沪深300ETF联接A(270010), 申万菱信沪深300指数增强A(310318), 诺安沪深300增强A(320014), 国富沪深300指数增强A(450008), 华泰柏瑞沪深300ETF联接A(460300), 工银沪深300指数A(481009), 浦银安盛沪深300指数增强A(519116), 大成沪深300指数A(519300), 农银沪深300指数A(660008), 西部利得沪深300指数A(673100), 西部利得沪深300指数C(673101), 汇添富沪深300指数（LOF）A(501043), 汇添富沪深300指数（LOF）C(501045), 华泰柏瑞沪深300ETF(510300), 易方达沪深300ETF发起式(510310), 华夏沪深300ETF(510330), 工银沪深300ETF(510350), 广发沪深300ETF(510360), 300指数ETF（证券简称：兴业300；扩位证券简称：300指数ETF）(510370), 国寿安保沪深300ETF(510380), 平安沪深300ETF(510390), 博时沪深300ETF(515130), 添富沪深300ETF(515310), 天弘沪深300ETF(515330), 民生加银沪深300ETF(515350), 方正富邦沪深300ETF(515360), 泰康300(515380), 华安沪深300ETF(515390), 国联安沪深300ETF(515660), 华安沪深300增强策略ETF(561000), 国泰沪深300增强策略ETF(561300), 招商沪深300增强策略ETF(561990), 富国沪深300ETF(159300), 鹏华沪深300ETF(159673), 嘉实沪深300ETF(159919), 南方沪深300ETF(159925), 鹏华沪深300ETF联接(LOF)A(160615), 嘉实沪深300ETF联接(LOF)A(160706), 长盛沪深300指数(LOF)A(160807), 银华沪深300指数(161811), 兴全沪深300指数（LOF）A(163407), 建信沪深300指数（LOF）(165309), 中信保诚沪深300指数（LOF）A(165515)"
A股,931476,2020/4/30,ESG 120策略,价值,-31.39%,-44.33%,-18.86%,"英大中证ESG120策略指数A(012854), 英大中证ESG120策略指数C(012855), 浦银安盛中证ESG 120策略ETF(516720)"
A股,H30455,2014/11/28,沪港深500,宽基,-31.39%,-46.51%,-22.04%,"富国中证沪港深500ETF联接A(012275), 富国中证沪港深500ETF联接C(012276), 华夏中证沪港深500ETF发起式联接A(017557), 华夏中证沪港深500ETF发起式联接C(017558), 易方达中证沪港深500ETF联接发起式A(020113), 易方达中证沪港深500ETF联接发起式C(020114), 沪港深(517000), 易方达中证沪港深500ETF(517010), 汇添富中证沪港深500ETF(517080), 富国中证沪港深500ETF(517100), 华夏中证沪港深500ETF(517170)"
A股,931755,2021/10/21,SEEE碳中和,大盘成长,-31.06%,-46.01%,-21.69%,"华安中证上海环交所碳中和指数发起式A(016763), 华安中证上海环交所碳中和指数发起式C(016764), 招商中证上海环交所碳中和ETF发起式联接A(016879), 招商中证上海环交所碳中和ETF发起式联接C(016880), 富国中证上海环交所碳中和ETF联接A(016887), 富国中证上海环交所碳中和ETF联接C(016888), 广发中证上海环交所碳中和ETF发起式联接A(016897), 广发中证上海环交所碳中和ETF发起式联接C(016898), 易方达中证上海环交所碳中和ETF联接A(016899), 易方达中证上海环交所碳中和ETF联接C(016900), 南方中证上海环交所碳中和ETF联接A(016917), 南方中证上海环交所碳中和ETF联接C(016918), 汇添富中证上海环交所碳中和ETF发起式联接A(017907), 汇添富中证上海环交所碳中和ETF发起式联接C(017908), 汇添富中证上海环交所碳中和ETF(560060), 广发中证上海环交所碳中和ETF(560550), 富国中证上海环交所碳中和ETF(561190), 易方达中证上海环交所碳中和ETF(562990), 南方中证上海环交所碳中和ETF(159639), 碳中和龙头ETF(159640), 招商中证上海环交所碳中和ETF(159641), 大成中证上海环交所碳中和ETF(159642)"
A股,930821,2016/5/11,中证VR,成长,-31.04%,-52.90%,-31.70%,VRETF(159786)
A股,399702,2010/5/10,深证F120,价值,-31.00%,-45.89%,-21.58%,"嘉实深证基本面120ETF联接C(005998), 嘉实深证基本面120ETF联接A(070023), 嘉实深证基本面120ETF(159910)"
A股,690,2022/11/4,科创成长,成长,-30.89%,-54.72%,-34.48%,"易方达上证科创板成长ETF联接发起式A(019702), 易方达上证科创板成长ETF联接发起式C(019703), 广发上证科创板成长ETF发起式联接A(019785), 广发上证科创板成长ETF发起式联接C(019786), 易方达上证科创板成长ETF(588020), 广发上证科创板成长ETF(588110)"
A股,930713,2015/7/31,CS人工智,成长,-30.55%,-54.61%,-34.64%,"华夏中证人工智能主题ETF联接A(008585), 华夏中证人工智能主题ETF联接C(008586), 融通人工智能指数(LOF)C(009239), 西部利得中证人工智能主题指数增强A(011832), 西部利得中证人工智能主题指数增强C(011833), 天弘中证人工智能A(011839), 天弘中证人工智能C(011840), 易方达中证人工智能主题ETF联接A(012733), 易方达中证人工智能主题ETF联接C(012734), 华夏中证人工智能主题ETF联接D(021580), 平安人工智能ETF(512930), 华夏中证人工智能主题ETF(515070), 易方达中证人工智能主题ETF(159819), 融通人工智能指数(LOF)A(161631)"
A股,992,2011/8/2,全指金融,价值,-30.08%,-48.12%,-25.80%,"广发金融地产联接A(001469), 广发金融地产联接C(002979), 广发中证全指金融地产ETF(159940)"
A股,931461,2009/7/22,电子50,成长,-29.93%,-54.21%,-34.65%,"华宝电子ETF联接A(012550), 华宝电子ETF联接C(012551), 华安中证电子50ETF发起式联接A(014632), 华安中证电子50ETF发起式联接C(014633), 华宝中证电子50ETF(515260), 华安中证电子50ETF(515320)"
A股,930652,2015/6/5,CS电子,成长,-29.89%,-62.10%,-45.94%,"天弘中证电子ETF联接A(001617), 天弘中证电子ETF联接C(001618), 天弘中证电子ETF(159997)"
A股,42,2009/3/30,上证央企,价值,-29.80%,-50.88%,-30.03%,工银上证央企ETF(510060)
A股,399991,2015/2/16,一带一路,价值,-29.73%,-59.12%,-41.82%,"鹏华中证一带一路主题指数(LOF)C(015677), 安信一带一路指数(167503), 鹏华中证一带一路主题指数(LOF)A(160638)"
A股,H30094,2013/7/2,消费红利,成长,-29.58%,-46.60%,-24.17%,"宏利消费红利指数A(008928), 宏利消费红利指数C(008929), 方正富邦消费红利指数增强（LOF）(501089)"
A股,931494,2020/6/12,消费电子,成长,-29.36%,-55.69%,-37.27%,"国泰中证消费电子主题ETF发起联接A(014906), 国泰中证消费电子主题ETF发起联接C(014907), 富国中证消费电子主题ETF发起式联接A(015876), 富国中证消费电子主题ETF发起式联接C(015877), 平安中证消费电子主题ETF发起式联接A(015894), 平安中证消费电子主题ETF发起式联接C(015895), 招商中证消费电子主题ETF联接A(016007), 招商中证消费电子主题ETF联接C(016008), 易方达中证消费电子主题ETF联接发起式A(018896), 易方达中证消费电子主题ETF联接发起式C(018897), 富国中证消费电子主题ETF(561100), 国泰中证消费电子主题ETF(561310), 平安中证消费电子主题ETF(561600), 易方达中证消费电子主题ETF(562950), 景顺长城中证消费电子ETF(159733), 消费电子龙头ETF(159769), 招商中证消费电子主题ETF(159779)"
港股,HSCAIT,2009/9/21,恒生A股行业龙头指数,价值,-29.16%,-44.32%,-21.40%,"汇丰晋信恒生龙头指数C(001149), 汇丰晋信恒生龙头指数A(540012)"
A股,950096,2016/5/11,上海国企,价值,-28.53%,-42.47%,-19.50%,"汇添富中证上海国企ETF联接A(003194), 汇添富中证上海国企ETF联接C(018061), 中证上海国企ETF(510810)"
A股,21,2008/9/10,180治理,价值,-28.28%,-48.78%,-28.58%,"交银上证180公司治理ETF联接(519686), 交银上证180公司治理ETF(510010)"
A股,399348,2009/11/4,深证价值,价值,-27.65%,-44.89%,-23.83%,"交银深证300价值ETF联接(519706), 交银深证300价值ETF(159913)"
A股,901,2010/4/2,小康指数,价值,-27.61%,-52.68%,-34.63%,"南方中证小康产业ETF联接C(004346), 南方中证小康产业ETF联接A(202021), 南方中证小康产业ETF(510160)"
A股,930850,2016/7/20,智能制造,成长,-27.28%,-50.88%,-32.45%,"华宝中证智能制造主题ETF发起式联接A(013447), 华宝中证智能制造主题ETF发起式联接C(013448), 华宝中证智能制造主题ETF(516800)"
A股,934,2009/7/3,中证金融,价值,-27.25%,-46.55%,-26.53%,"嘉实中证金融地产ETF联接A(001539), 嘉实中证金融地产ETF联接C(005999), 嘉实中证金融地产ETF(512640), 汇添富中证金融地产ETF(159931)"
A股,931590,2020/11/9,500成长创新,成长,-26.70%,-43.96%,-23.55%,"华夏中证智选500成长创新策略ETF发起式联接A(021072), 华夏中证智选500成长创新策略ETF发起式联接C(021073), 华夏中证智选500成长创新策略ETF(159620)"
A股,930721,2015/8/5,CS智汽车,成长,-26.70%,-51.21%,-33.44%,"天弘中证智能汽车A(010955), 天弘中证智能汽车C(010956), 富国中证智能汽车指数（LOF）C(013292), 富国中证智能汽车主题ETF(515250), 智能驾驶(516520), 汇添富中证智能汽车主题ETF(159795), 华夏中证智能汽车主题ETF(159888), 国泰中证智能汽车主题ETF(159889), 富国中证智能汽车指数（LOF）A(161033)"
A股,930792,2016/4/22,HK银行,价值,-26.69%,-48.72%,-30.05%,"泰康香港银行指数A(006809), 泰康香港银行指数C(006810), 鹏华香港银行指数C（LOF）(010365), 鹏华香港银行指数A（LOF）(501025)"
A股,10,2002/7/1,上证180,宽基,-26.55%,-47.98%,-29.18%,"华安上证180ETF联接C(014979), 华安上证180ETF联接A(040180), 万家180指数(519180), 华安上证180ETF(510180)"
A股,56,2010/1/4,上证国企,价值,-26.26%,-48.64%,-30.35%,国企ETF(510270)
A股,399550,2012/6/6,央视50,价值,-26.16%,-41.83%,-21.22%,"招商央视财经50指数C(004410), 国联央视财经50ETF联接A(006743), 国联央视财经50ETF联接C(006744), 建信央视财经50指数(165312), 招商央视财经50指数A(217027), 国联央视50ETF(159965)"
A股,930608,2015/3/31,中证基建,价值,-26.03%,-43.35%,-23.41%,"银华中证基建ETF发起式联接A(015761), 银华中证基建ETF发起式联接C(015762), 国泰中证基建ETF发起联接A(016836), 国泰中证基建ETF发起联接C(016837), 华安中证基建指数发起式A(016908), 华安中证基建指数发起式C(016909), 华夏中证基建ETF发起式联接A(017683), 华夏中证基建ETF发起式联接C(017684), 基建ETF(516950), 国泰中证基建ETF(159619), 华夏中证基建ETF(159635)"
A股,15,2005/1/4,红利指数,价值,-25.84%,-47.74%,-29.53%,"华泰柏瑞红利ETF联接A(012761), 华泰柏瑞红利ETF联接C(012762), 华泰柏瑞上证红利ETF(510880)"
A股,66,2010/4/30,上证商品,周期,-25.54%,-56.06%,-40.99%,"国联安上证商品ETF联接C(015577), 国联安上证商品ETF联接A(257060), 国联安上证商品ETF(510170)"
A股,930839,2016/6/8,港股通高息精选,价值,-25.17%,-47.34%,-29.63%,"民生加银港股通高股息A(004532), 民生加银中证港股通指数C(004533), 港股红利ETF(159691)"
A股,931406,2020/2/20,5G 50,成长,-25.09%,-49.57%,-32.68%,"博时5G50ETF联接A(012655), 博时5G50ETF联接C(012658), 博时5G50ETF(159811)"
A股,930939,2018/11/21,500质量,成长,-25.07%,-41.09%,-21.38%,"鹏扬中证500质量成长ETF联接A(007593), 鹏扬中证500质量成长ETF联接C(007594), 易方达中证500质量成长ETF联接发起式A(019320), 易方达中证500质量成长ETF联接发起式C(019321), 鹏扬中证500质量成长ETF(560500), 500成长(562340), 易方达中证500质量成长ETF(159606)"
A股,H30089,2013/7/2,红利潜力,价值,-24.45%,-39.18%,-19.50%,"建信中证红利潜力指数A(007671), 建信中证红利潜力指数C(007672), 山西证券中证红利潜力ETF联接  (008149), 山西证券中证红利潜力ETF(515570)"
A股,931079,2019/4/25,5G通信,成长,-24.44%,-53.32%,-38.22%,"华夏中证5G通信主题ETF联接A(008086), 华夏中证5G通信主题ETF联接C(008087), 银华中证5G通信主题ETF联接A(008889), 银华中证5G通信主题ETF联接C(010524), 华夏中证5G通信主题ETF(515050), 5GETF(159994)"
A股,825,2012/7/20,央企红利,价值,-23.96%,-46.82%,-30.06%,"华泰柏瑞中证中央企业红利ETF发起式联接A(020466), 华泰柏瑞中证中央企业红利ETF发起式联接C(020467), 央企红利(561580), 富国中证中央企业红利ETF(159332)"
A股,931186,2019/5/30,中证科技,成长,-23.34%,-46.18%,-29.79%,"富国中证科技50策略ETF联接A(008749), 富国中证科技50策略ETF联接C(008750), 富国中证科技50策略ETF(515750)"
A股,931187,2019/5/30,科技100,成长,-23.03%,-42.78%,-25.66%,"华泰柏瑞中证科技100ETF联接A(008399), 华泰柏瑞中证科技100ETF联接C(008400), 天弘中证科技100指数增强A(010202), 天弘中证科技100指数增强C(010203), 华泰柏瑞中证科技100ETF(515580), 南方中证科技100ETF(159853)"
A股,930712,2015/7/31,CS物联网,成长,-22.96%,-46.49%,-30.54%,"易方达中证物联网主题ETF联接发起式A(019167), 易方达中证物联网主题ETF联接发起式C(019168), 华夏中证物联网主题ETF发起式联接A(019975), 华夏中证物联网主题ETF发起式联接C(019976), 华夏中证物联网主题ETF(516260), 物联网(516330), 招商中证物联网主题ETF(159701), 易方达中证物联网主题ETF(159895), 南方中证物联网主题ETF(159896)"
A股,914,2007/7/2,300金融,价值,-22.47%,-44.19%,-28.01%,"国投金融地产ETF联接(161211), 国投瑞银金融地产ETF(159933)"
A股,931866,2022/5/9,中证机床,中盘成长,-22.46%,-43.56%,-27.21%,"国泰中证机床ETF发起联接A(017471), 国泰中证机床ETF发起联接C(017472), 华夏中证机床ETF发起式联接A(017573), 华夏中证机床ETF发起式联接C(017574), 华夏中证机床ETF(159663), 国泰中证机床ETF(159667)"
A股,930641,2015/5/19,中证中药,成长,-22.03%,-42.37%,-26.09%,"鹏华中证中药ETF联接A(016891), 鹏华中证中药ETF联接C(016892), 汇添富中证中药ETF联接（LOF）A(501011), 汇添富中证中药ETF联接（LOF）C(501012), 汇添富中证中药ETF(560080), 中医药(561510), 中药(562390), 中药ETF(159647)"
港股,HSHYLV,2017/5/8,恒生港股通高股息低波动指数,价值,-22.00%,-49.75%,-35.58%,富国恒生港股通高股息低波动ETF（QDII）(513950)
A股,399699,2017/6/9,金融科技,成长,-21.55%,-54.45%,-41.94%,"合煦智远金融科技指数（LOF）C(168702), 合煦智远金融科技指数（LOF）A(168701)"
A股,48,2009/8/5,责任指数,价值,-21.48%,-43.55%,-28.11%,"建信上证社会责任ETF联接(530010), 建信上证社会责任ETF(510090)"
A股,399990,2015/1/21,煤炭等权,周期,-21.44%,-62.14%,-51.81%,"招商中证煤炭等权指数C(013596), 招商中证煤炭等权指数A(161724)"
A股,H30035,2012/12/21,300非银,价值,-21.40%,-48.29%,-34.21%,"易方达沪深300非银联接A(000950), 易方达沪深300非银联接C(007882), 易方达沪深300非银ETF(512070)"
A股,931375,2019/11/25,300质量低波,价值,-21.14%,-35.07%,-17.66%,"鹏扬沪深300质量低波A(011132), 鹏扬沪深300质量低波C(011133)"
A股,399291,2019/11/6,创精选88,成长,-21.03%,-49.94%,-36.61%,"国寿安保创精选88ETF联接A(008898), 国寿安保创精选88ETF联接C(008899), 国寿安保创精选88ETF(159804)"
A股,928,2009/7/3,中证能源,价值,-20.42%,-63.11%,-53.64%,汇添富中证能源ETF(159930)
A股,399285,2020/2/18,物联网50,成长,-20.24%,-43.34%,-28.96%,物联网ETF工银(159709)
A股,399998,2015/2/13,中证煤炭,周期,-20.10%,-60.38%,-50.41%,"国泰中证煤炭ETF联接A(008279), 国泰中证煤炭ETF联接C(008280), 富国中证煤炭指数C(013275), 国联煤炭C(016814), 国泰中证煤炭ETF(515223), 国泰中证煤炭ETF(515220), 富国中证煤炭指数A(161032), 国联煤炭A(168204)"
A股,682,2021/8/16,科创信息,成长,-19.92%,-49.88%,-37.41%,"华安上证科创板新一代信息技术ETF发起式联接A(021474), 华安上证科创板新一代信息技术ETF发起式联接C(021475), 嘉实上证科创板新一代信息技术ETF(588100), 华安上证科创板新一代信息技术ETF(588260)"
A股,931468,2020/5/21,红利质量,价值,-19.16%,-36.28%,-21.18%,"华夏中证红利质量ETF发起式联接A(016440), 华夏中证红利质量ETF发起式联接C(016441), 华夏中证红利质量ETF(159758)"
A股,931591,2020/11/9,1000成长创新,成长,-19.05%,-41.39%,-27.60%,"华夏中证智选1000成长创新策略ETF发起式联接A(018334), 华夏中证智选1000成长创新策略ETF发起式联接C(018335), 华夏中证智选1000成长创新策略ETF(562520)"
A股,859,2019/5/16,国企一带一路,价值,-18.63%,-34.37%,-19.34%,"富国中证国企一带一路ETF联接A(007786), 富国中证国企一带一路ETF联接C(007787), 易方达中证国企一带一路ETF联接发起式A(007788), 易方达中证国企一带一路ETF联接发起式C(007789), 汇添富中证国企一带一路ETF联接A(008907), 汇添富中证国企一带一路ETF联接C(008908), 易方达中证国企一带一路ETF(515110), 富国中证国企一带一路ETF(515150), 添富中证国企一带一路ETF(515990)"
A股,18,2007/12/10,180金融,价值,-18.42%,-44.15%,-31.54%,"国泰上证180金融ETF联接C(014994), 国泰上证180金融ETF联接A(020021), 国泰上证180金融ETF(510230)"
A股,399437,2014/12/30,证券龙头,周期,-18.42%,-49.16%,-37.68%,"宝盈国证证券龙头指数发起式A(015859), 宝盈国证证券龙头指数发起式C(015860), 龙头券商(159993)"
A股,930697,2015/7/7,家用电器,成长,-18.00%,-42.54%,-29.93%,"广发中证全指家用电器ETF联接A(005063), 广发中证全指家用电器ETF联接C(005064), 国泰中证全指家用电器ETF联接A(008713), 国泰中证全指家用电器ETF联接C(008714), 富国中证全指家用电器ETF发起式联接A(017226), 富国中证全指家用电器ETF发起式联接C(017227), 嘉实中证全指家用电器指数发起式A(018564), 嘉实中证全指家用电器指数发起式C(018565), 广发中证全指家用电器ETF(560880), 富国中证全指家用电器ETF(561120), 国泰中证全指家用电器ETF(159996)"
A股,930914,2016/11/25,港股通高股息,价值,-17.06%,-49.12%,-38.65%,"华泰柏瑞中证港股通高股息投资ETF发起式联接A(018387), 华泰柏瑞中证港股通高股息投资ETF发起式联接C(018388), 汇添富中证港股通高股息投资ETF联接（LOF）A(501305), 汇添富中证港股通高股息投资ETF联接（LOF）C(501306), 港股红利(513530), 汇添富中证港股通高股息投资ETF(513820), 国泰中证港股通高股息投资ETF(159331)"
A股,68,2010/5/28,上证资源,价值,-16.18%,-59.35%,-51.50%,"博时上证自然资源ETF联接C(019910), 博时上证自然资源ETF联接A(050024), 博时上证自然资源ETF(510410)"
A股,H30015,2012/12/21,800汽车,成长,-16.07%,-41.31%,-30.07%,"国泰中证800汽车与零部件ETF发起联接A(012973), 国泰中证800汽车与零部件ETF发起联接C(012974), 国泰中证800汽车与零部件ETF发起联接E(021689), 国泰中证800汽车与零部件ETF(516110)"
A股,399809,2015/2/13,保险主题,价值,-15.65%,-50.70%,-41.55%,"方正富邦中证保险C(018099), 方正富邦中证保险A(167301)"
A股,29,2009/1/9,180价值,价值,-14.43%,-40.69%,-30.69%,"华宝上证180价值ETF联接(240016), 上证180价值ETF(510030)"
A股,931402,2020/1/14,证券先锋,周期,-14.04%,-43.79%,-34.61%,华富中证证券公司先锋策略ETF(516980)
A股,698,2023/8/7,科创100,成长,-14.03%,-40.42%,-30.70%,"博时上证科创板100ETF联接A(019857), 博时上证科创板100ETF联接C(019858), 银华上证科创板100ETF联接A(019859), 银华上证科创板100ETF联接C(019860), 鹏华上证科创100ETF联接A(019861), 鹏华上证科创100ETF联接C(019862), 国泰上证科创板100ETF发起联接A(019866), 国泰上证科创板100ETF发起联接C(019867), 华夏上证科创板100ETF联接A(020291), 华夏上证科创板100ETF联接C(020292), 易方达上证科创板100ETF联接发起式A(020293), 易方达上证科创板100ETF联接发起式C(020294), 华泰柏瑞上证科创板100ETF发起式联接A(020320), 华泰柏瑞上证科创板100ETF发起式联接C(020321), 南方上证科创板100ETF联接A(020683), 南方上证科创板100ETF联接C(020684), 永赢上证科创板100指数增强发起A(021278), 永赢上证科创板100指数增强发起C(021279), 天弘上证科创板100指数增强发起A(021385), 天弘上证科创板100指数增强发起C(021386), 中欧上证科创板100指数发起A(021660), 中欧上证科创板100指数发起C(021661), 博时科创100ETF(588030), 国泰上证科创板100ETF(588120), 科创100(588190), 易方达上证科创板100ETF(588210), 科创100ETF基金(588220), 易方达上证科创板100增强策略ETF(588500), 广发上证科创板100增强策略ETF(588680), 华夏上证科创板100ETF(588800), 科创指数(588880), 南方上证科创板100ETF(588900)"
A股,922,2008/5/26,中证红利,价值,-13.02%,-46.51%,-38.50%,"大成中证红利指数C(007801), 富国中证红利指数增强C(008682), 南方高股息主题股票A(008736), 南方高股息主题股票C(008737), 易方达中证红利ETF联接发起式A(009051), 易方达中证红利ETF联接发起式C(009052), 招商中证红利ETF联接A(012643), 招商中证红利ETF联接C(012644), 万家中证红利ETF联接C(015558), 汇添富中证红利ETF发起式联接A(020195), 汇添富中证红利ETF发起式联接C(020196), 博时中证红利ETF发起式联接A(021099), 博时中证红利ETF发起式联接C(021100), 广发中证红利ETF发起式联接A(021399), 大成中证红利指数A(090010), 富国中证红利指数增强A/B(100032), 招商中证红利ETF(515080), 易方达中证红利ETF(515180), 博时中证红利ETF(515890), 汇添富中证红利ETF(560020), 万家中证红利ETF(159581), 广发中证红利ETF(159589), 万家中证红利ETF联接A(161907)"
A股,930782,2016/2/4,500SNLV,价值,-12.80%,-37.10%,-27.87%,"景顺长城中证500行业中性低波动指数A(003318), 景顺长城中证500行业中性低波动指数C(019359), 华安中证500低波ETF(512260)"
A股,919,2008/1/21,300价值,价值,-12.65%,-40.77%,-32.19%,"申万菱信沪深300价值指数C(007800), 银河沪深300价值指数C(013074), 申万菱信沪深300价值指数A(310398), 银河沪深300价值指数A(519671), 申万菱信沪深300价值ETF(560330), 300价值A(562320)"
A股,931144,2019/5/30,通信技术,成长,-12.47%,-49.04%,-41.78%,"东财通信A(008326), 东财通信C(008327)"
港股,HSCSOE,2023/1/1,恒生中国央企指数,价值,-11.43%,-25.23%,-15.58%,鹏华恒生中国央企ETF（QDII)(513170)
